nbNodes = 21;
nbVehicles = 2;
Tmax = 360;

Score = [
0, 5, 10, 8, 9, 10, 8, 8, 10, 6, 10, 7, 8, 10, 5, 8, 10, 4, 4, 8, 9
];

ServiceTime = [
0, 53, 108, 120, 96, 111, 103, 110, 103, 48, 90, 46, 116, 118, 51, 110, 102, 50, 52, 115, 91
];

TravelTime = [
[0.0, 8.95, 5.73, 35.51, 28.09, 7.9, 29.25, 9.84, 6.01, 24.23, 5.82, 32.89, 0.35, 3.73, 11.34, 6.57, 17.83, 6.23, 10.01, 49.63, 0.48],
[8.95, 0.0, 14.67, 44.0, 33.33, 13.37, 35.7, 18.79, 3.41, 31.4, 5.1, 38.75, 9.27, 5.74, 2.71, 4.09, 17.6, 10.57, 1.52, 49.84, 9.13],
[5.73, 14.67, 0.0, 30.09, 25.55, 8.74, 25.66, 4.13, 11.69, 20.16, 11.0, 29.69, 5.4, 9.21, 17.01, 11.94, 19.94, 8.52, 15.74, 50.05, 5.55],
[35.51, 44.0, 30.09, 0.0, 23.25, 37.11, 17.42, 26.51, 41.49, 15.98, 39.29, 20.33, 35.16, 38.27, 45.85, 40.39, 38.51, 34.24, 45.29, 52.12, 35.19],
[28.09, 33.33, 25.55, 23.25, 0.0, 34.24, 5.92, 24.91, 32.44, 9.26, 28.31, 5.92, 27.81, 28.64, 33.92, 29.25, 19.91, 23.07, 34.84, 30.04, 27.61],
[7.9, 13.37, 8.74, 37.11, 34.24, 0.0, 34.37, 10.91, 10.04, 28.77, 12.81, 38.43, 7.95, 10.64, 16.08, 13.13, 25.73, 14.07, 13.63, 57.4, 8.29],
[29.25, 35.7, 25.66, 17.42, 5.92, 34.37, 0.0, 24.08, 34.3, 5.97, 30.6, 4.56, 28.94, 30.52, 36.69, 31.63, 24.43, 25.15, 37.2, 35.16, 28.8],
[9.84, 18.79, 4.13, 26.51, 24.91, 10.91, 24.08, 0.0, 15.75, 18.27, 15.08, 28.38, 9.52, 13.34, 21.14, 16.04, 22.64, 11.99, 19.82, 51.24, 9.68],
[6.01, 3.41, 11.69, 41.49, 32.44, 10.04, 34.3, 15.75, 0.0, 29.63, 4.64, 37.63, 6.36, 3.81, 6.11, 4.2, 18.58, 9.38, 4.11, 51.0, 6.3],
[24.23, 31.4, 20.16, 15.98, 9.26, 28.77, 5.97, 18.27, 29.63, 0.0, 26.33, 10.49, 23.9, 25.94, 32.7, 27.41, 22.77, 20.88, 32.85, 39.26, 23.8],
[5.82, 5.1, 11.0, 39.29, 28.31, 12.81, 30.6, 15.08, 4.64, 26.33, 0.0, 33.68, 6.03, 2.2, 6.56, 1.1, 14.01, 5.47, 6.6, 46.42, 5.74],
[32.89, 38.75, 29.69, 20.33, 5.92, 38.43, 4.56, 28.38, 37.63, 10.49, 33.68, 0.0, 32.59, 33.83, 39.51, 34.67, 25.83, 28.32, 40.27, 31.8, 32.43],
[0.35, 9.27, 5.4, 35.16, 27.81, 7.95, 28.94, 9.52, 6.36, 23.9, 6.03, 32.59, 0.0, 3.98, 11.64, 6.81, 17.8, 6.13, 10.35, 49.52, 0.35],
[3.73, 5.74, 9.21, 38.27, 28.64, 10.64, 30.52, 13.34, 3.81, 25.94, 2.2, 33.83, 3.98, 0.0, 7.84, 2.84, 15.7, 5.59, 7.06, 48.01, 3.74],
[11.34, 2.71, 17.01, 45.85, 33.92, 16.08, 36.69, 21.14, 6.11, 32.7, 6.56, 39.51, 11.64, 7.84, 0.0, 5.46, 16.93, 11.85, 2.88, 48.74, 11.46],
[6.57, 4.09, 11.94, 40.39, 29.25, 13.13, 31.63, 16.04, 4.2, 27.41, 1.1, 34.67, 6.81, 2.84, 5.46, 0.0, 14.39, 6.53, 5.6, 46.81, 6.56],
[17.83, 17.6, 19.94, 38.51, 19.91, 25.73, 24.43, 22.64, 18.58, 22.77, 14.01, 25.83, 17.8, 15.7, 16.93, 14.39, 0.0, 11.82, 18.95, 32.42, 17.46],
[6.23, 10.57, 8.52, 34.24, 23.07, 14.07, 25.15, 11.99, 9.38, 20.88, 5.47, 28.32, 6.13, 5.59, 11.85, 6.53, 11.82, 0.0, 12.05, 43.4, 5.8],
[10.01, 1.52, 15.74, 45.29, 34.84, 13.63, 37.2, 19.82, 4.11, 32.85, 6.6, 40.27, 10.35, 7.06, 2.88, 5.6, 18.95, 12.05, 0.0, 51.09, 10.24],
[49.63, 49.84, 50.05, 52.12, 30.04, 57.4, 35.16, 51.24, 51.0, 39.26, 46.42, 31.8, 49.52, 48.01, 48.74, 46.81, 32.42, 43.4, 51.09, 0.0, 49.19],
[0.48, 9.13, 5.55, 35.19, 27.61, 8.29, 28.8, 9.68, 6.3, 23.8, 5.74, 32.43, 0.35, 3.74, 11.46, 6.56, 17.46, 5.8, 10.24, 49.19, 0.0]
];
